Website,Alexa Rank,Company name,Street,City,State,Zip,Country,Phone number,Company email,Twitter,Employees,Revenue,Public (Yes/No),Funded (Yes/No),Industry,Source
kitcheck.com,"1107969","KitCheck","803 7th Street NW Suite 305","Washington","DC","20001","United States","1(786)548-2432","kevin@kitcheck.com","kitcheck","100 - 250","$1 - 10M","No","Yes","Medical Devices","Datanyze"
invuity.com,"1537748","Invuity","39 Stillman St","San Francisco","CA","94107","United States","1(866)711-7768","info@invuity.com","Invuity","100 - 250","$1 - 10M","No","Yes","Medical Devices","Datanyze"
heartflow.com,"1796506","HeartFlow","1400 Seaport Blvd., Building B","Redwood City","CA","94063","United States","1(650)241-1221","itadmin@heartflow.com","","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
cardiokinetix.com,"1847341","CardioKinetix","925 Hamilton Avenue,","Menlo Park","CA","94025","United States","1(650)364-7016","margie@cardiokinetix.com","CardioKinetics","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
hansenmedical.com,"1958725","Hansen Medical","800 East Middlefield Road","Mountain View","CA","94043","United States","1(650)404-5800","info@hansenmedical.com","hansenmedical","100 - 250","$10 - 50M","Yes","Yes","Medical Devices","Datanyze"
auxogyn.com,"2116427","Auxogyn","1490 O'Brien Drive, Suite A","Menlo Park","CA","94025","United States","1(650)641-2429","info@auxogyn.com","Auxogyn","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
ati-spg.com,"2718670","Autonomic Technologies","3698 Haven Avenue, Suite C","Redwood City","CA","94063","United States","1(650)216-6107","","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
astutemedical.com,"3396589","Astute Medical","3550 General Atomics Ct. MS 02/641","San Diego","CA","92121","United States","1(858)792-3544","info@astutemedical.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
veranmedical.com,"3608520","Veran Medical Technologies","1908 Innerbelt Business Center Dr.","Saint Louis","MO","63114","United States","1(314)659-8500","info@veranmedical.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
vtherm.com,"3930967","Vapotherm","22 Industrial Drive","Exeter","NH","03833","United States","1(410)604-3977","info@vtherm.com","Vapotherm","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
viveve.com,"3958306","Viveve","150 Commercial Street","Sunnyvale","CA","94086","United States","1(408)530-1900","cwilkinson@viveve.com","viveve","0 - 25","$0 - 1M","No","Yes","Medical Devices","Datanyze"
avedro.com,"5772752","Avedro","230 Third Avenue","Waltham","MA","02451","United States","1(781)768-3400","","Avedro_Inc","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
impelneuropharma.com,"11270801","Impel NeuroPharma","720 Broadway","Seattle","WA","98122","United States","1(206)568-1466","mphite@hotmail.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
reliantheart.com,"1M+","ReliantHeart Inc.","8965 Interchange","Houston","TX","77054","United States","","brylynch@gmail.com","","25 - 100","$1 - 10M","No","","Medical Devices","Datanyze"
sanovas.com,"1M+","Sanovas","30 Liberty Ship Way Suite 3320","Sausalito","CA","94965","United States","1(415)729-9391","sgerrans@sanovas.com","sanovasinc","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
daktaridx.com,"1M+","Daktari Diagnostics","85 Bolton St.","Cambridge","MA","02140","United States","1(617)336-3299","wrodriguez@daktaridx.com","DaktariDx","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
alung.com,"1M+","ALung Technologies","2500 Jane Street Suite 1","Pittsburgh","PA","15203","United States","1(412)697-3370","info@alung.com","ALungTech","0 - 25","$1 - 10M","No","Yes","Medical Devices","Datanyze"
usgimedical.com,"1M+","USGI Medical","1140 Calle Cordillera","San Clemente","CA","92673","United States","1(949)369-3890","aheider@usgimedical.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
angel-med.com,"1M+","Angel Medical Systems"," 1163 SHREWSBURY AVENUE","SHREWBURY","NJ","07702","United States","1(732)542-5551","ataylor@angel-med.com","AngelMedSystems","100 - 250","$10 - 50M","No","Yes","Medical Devices","Datanyze"
gynesonics.com,"1M+","Gynesonics","604 Fifth Avenue Suite D","Redwood City","CA","94063","United States","1(650)216-3860","info@gynesonics.com","","0 - 25","$1 - 10M","No","Yes","Medical Devices","Datanyze"
cardiofocus.com,"1M+","CardioFocus","500 Nickerson Road Suite 500-200","Marlborough","MA","01752","United States","1(508)658-7200","information@cardiofocus.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
therox.com,"1M+","TherOx","17500 Cartwright Road Suite 100","Irvine","CA","92614","United States","1(949)757-1999","info@therox.com","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
reshapemedical.com,"1M+","ReShape Medical","100 Calle Iglesia","San Clemente","CA","92672","United States","1(949)429-6680","","","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
orthokinematics.com,"1M+","Ortho Kinematics","7004 Bee Cave Road Building III Suite 315","Austin","TX","78746","United States","1(512)334-5490","","GETaVMA","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
surgiquest.com,"1M+","SurgiQuest","333 Quarry Road","Milford","CT","06460","United States","1(203)799-2400","information@surgiquest.com","SurgiQuest","25 - 100","$1 - 10M","No","Yes","Medical Devices","Datanyze"
